course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH=CHCH3?,But-1-ene,But-2-ene,2-Methylpropene,1-Butene,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkanes?,Saturated hydrocarbons,Highly reactive,Single bonds only,Flammable,B,,,,,,,,,,,,,,,,
CHE102,What gas is produced when ethanol reacts with sodium metal?,Hydrogen,Oxygen,Nitrogen,Carbon dioxide,A,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3MgBr with formaldehyde followed by hydrolysis is,Methanol,Ethanol,Propanol,Isopropanol,A,,,,,,,,,,,,,,,,
CHE102,Which of these compounds is an aldehyde?,CH3CH2CHO,CH3COCH3,CH3CH2OH,CH3COOH,A,,,,,,,,,,,,,,,,
CHE102,What is the hybridization of the carbon atom in a carbonyl group?,sp,sp2,sp3,sp3d,B,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an alkene to a diol?,H2SO4,KMnO4,OsO4,HBr,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with CH3CH2MgBr followed by hydrolysis yields what?,A primary alcohol,A secondary alcohol,A tertiary alcohol,A ketone,C,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest boiling point?,Propane,Propanol,Propanal,Propanone,B,,,,,,,,,,,,,,,,
CHE102,What is the product of ozonolysis of 1-butene followed by reductive workup?,Ethanal,Methanal and ethanal,Propanal,Methanal,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a meta-directing group in benzene?,–NH2,–CH3,–NO2,–OH,C,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with Cl2 in the presence of FeCl3 produces what?,Chlorobenzene,Benzyl chloride,1,2-Dichlorobenzene,No reaction,A,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of (CH3)2C=CH2?,2-Methylpropene,1-Butene,2-Butene,Isobutene,A,,,,,,,,,,,,,,,,
CHE102,Which element in Group 17 is the most reactive?,Fluorine,Chlorine,Bromine,Iodine,A,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3CH2COOH with LiAlH4 followed by hydrolysis is,Propanol,Propanal,Propane,Propanoic acid,A,,,,,,,,,,,,,,,,
CHE102,What is the common name for CH3COOH?,Formic acid,Acetic acid,Propionic acid,Butyric acid,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of noble gases?,Highly reactive,Partially filled orbitals,Stable electron configuration,Strong metallic bonds,C,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkene with Br2 produces what?,A dibromide,An alcohol,A diol,A ketone,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2OCH2CH3?,Ethoxyethane,Diethyl ether,Ethyl methyl ether,Butoxyethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a product of complete combustion of a hydrocarbon?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reduction of a ketone with NaBH4 yields what?,A primary alcohol,A secondary alcohol,A tertiary alcohol,An aldehyde,B,,,,,,,,,,,,,,,,
CHE102,What is the hybridization of carbon in diamond?,sp,sp2,sp3,sp3d,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is a saturated hydrocarbon?,C3H6,C4H8,C5H12,C6H10,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with PBr3 produces what?,CH3CH2Br,CH3Br,CH3CH2PO4,CH3CH2Cl,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is an example of a Friedel-Crafts acylation product?,Benzene,Toluene,Acetophenone,Chlorobenzene,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CHO with CH3Li followed by hydrolysis?,Ethanol,Propan-2-ol,Methanol,Butan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,Which of the following has the lowest boiling point?,Butane,Butanol,Butanal,Butanone,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an ester with excess Grignard reagent followed by hydrolysis produces what?,A ketone,An aldehyde,A tertiary alcohol,A secondary alcohol,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3C=CH?,Propyne,Propene,Propanol,Propanal,A,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to oxidize a primary alcohol to a carboxylic acid?,PCC,NaBH4,CrO3/H2SO4,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3COCH3 with NH3 is,An amine,An imine,An amide,An enamine,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of alkali metals?,High ionization energy,Low reactivity,Soft and shiny,Insoluble in water,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the hydration of ethyne (C2H2) using HgSO4/H2SO4?,Ethanol,Ethanal,Acetic acid,Ethene,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2Cl with NaI in acetone produces what?,CH3CH2I,CH3I,CH3CH2Na,CH3CH2OH,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Contain double bonds,Undergo addition reactions,Are saturated hydrocarbons,Form geometric isomers,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH2CH3?,Butan-1-ol,Butan-2-ol,Pentan-2-ol,Propan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with HNO3/H2SO4 produces what?,Nitrobenzene,Benzyl nitrate,Aniline,Toluene,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a halogen?,Sodium,Fluorine,Calcium,Magnesium,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOH with CH3OH in the presence of H2SO4?,Methyl acetate,Ethyl acetate,Methyl propanoate,Ethyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in graphite is,sp,sp2,sp3,sp3d,B,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is most soluble in water?,CH3CH2CH2CH3,CH3CH2OH,CH3CH2CH2COOH,CH3(CH2)10CH3,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the presence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of carboxylic acids?,Low boiling points,Form hydrogen bonds,Non-polar,Insoluble in water,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2COOCH3?,Methyl propanoate,Ethyl propanoate,Methyl ethanoate,Ethyl ethanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkene with KMnO4 in cold dilute conditions produces what?,A ketone,An aldehyde,A diol,An acid,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a property of diamond?,High hardness,High thermal conductivity,Good electrical conductor,Covalent network structure,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CHO with NaBH4 followed by hydrolysis?,Propan-1-ol,Propan-2-ol,Propanal,Propane,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3C(CH3)=CH2 is,2-Methylpropene,1-Butene,2-Butene,3-Methylpropene,A,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a cis-alkene?,H2/Pd,H2/Lindlar’s catalyst,Na/NH3,LiAlH4,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with NH3 produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is an ortho-para directing group in benzene?,–NO2,–CN,–CH3,–COOH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 2-methyl-2-butene followed by oxidative workup?,Acetone and acetic acid,Acetone only,Acetic acid only,Formaldehyde and acetone,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with SOCl2 produces what?,CH3CH2Cl,CH3CH2SO3,CH3CH2OH,CH3CHO,A,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest melting point?,Methane,Ethane,Propane,Butane,D,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOH?,Butanoic acid,Propanoic acid,Pentanoic acid,Ethanoic acid,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an aldehyde with Tollens’ reagent produces what?,A silver mirror,A red precipitate,An alcohol,A ketone,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of transition metals?,Partially filled d-orbitals,Form colored compounds,High melting points,Low density,D,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2COCH3 with CH3MgBr followed by hydrolysis?,Butan-2-ol,2-Methylpropan-2-ol,Butan-1-ol,Pentan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2C=CH is,But-1-yne,But-2-yne,Propyne,But-3-yne,A,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert a carboxylic acid to an aldehyde?,LiAlH4,NaBH4,LiAlH(OtBu)3,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with (CH3)2NH produces what?,An amine,An enamine,An amide,An imine,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of halogens?,Low electronegativity,Form diatomic molecules,Inert,Metallic,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH=CH2 with H2O/H2SO4?,Butan-1-ol,Butan-2-ol,Butanal,Butanone,B,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3OCH3 is,Methoxymethane,Dimethyl ether,Methyl ethyl ether,Ethoxymethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a product of incomplete combustion of hydrocarbons?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COOH with LiAlH4 produces what?,Ethanol,Ethanal,Ethane,Acetone,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Unsaturated,Undergo addition reactions,Contain triple bonds,Form geometric isomers,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2OH?,Propan-1-ol,Propan-2-ol,Butan-1-ol,Ethanol,A,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with CH3Cl/AlCl3 produces what?,Toluene,Chlorobenzene,Benzyl chloride,Phenol,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a noble gas?,Nitrogen,Oxygen,Helium,Fluorine,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH3 with NaOH?,Methanol and sodium acetate,Ethanol and sodium acetate,Methanol and acetic acid,Ethanol and acetic acid,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in methane is,sp,sp2,sp3,sp3d,C,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is least soluble in water?,CH3OH,CH3CH2OH,CH3(CH2)5OH,CH3COOH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CHCH3 with Br2?,2,3-Dibromobutane,1,2-Dibromobutane,1-Bromobutane,2-Bromobutane,A,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of aldehydes?,Undergo nucleophilic addition,Form hydrogen bonds,Are non-polar,Do not react with Tollens’ reagent,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2COOCH2CH3?,Ethyl propanoate,Methyl propanoate,Ethyl ethanoate,Methyl ethanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkyne with KMnO4 in hot conditions produces what?,A diol,An acid,A ketone,An aldehyde,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of graphite?,High electrical conductivity,Soft and slippery,Layered structure,All of the above,D,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH2CHO with LiAlH4 followed by hydrolysis?,Butan-1-ol,Butan-2-ol,Butanal,Butane,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3C(CH3)2CH=CH2 is,2-Methylbut-1-ene,3-Methylbut-1-ene,2-Methylbut-2-ene,3-Methylbut-2-ene,B,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a trans-alkene?,H2/Pd,H2/Lindlar’s catalyst,Na/NH3,LiAlH4,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with CH3NH2 produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a meta-directing group in benzene?,–NH2,–CH3,–CHO,–OH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 1-pentene followed by reductive workup?,Butanal and methanal,Propanal and ethanal,Butanal only,Ethanal only,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with HBr produces what?,CH3CH2Br,CH3Br,CH3CH2OH,CH3CHO,A,,,,,,,,,,,,,,,,
CHE102,Which of the following has the lowest boiling point?,Pentane,Pentanol,Pentanal,Pentanone,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOCH3?,Methyl butanoate,Ethyl butanoate,Methyl propanoate,Ethyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an aldehyde with Fehling’s solution produces what?,A silver mirror,A red precipitate,An alcohol,A ketone,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of lanthanides?,Partially filled f-orbitals,Form colored compounds,High reactivity,Radioactive,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2COCH2CH3 with CH3MgBr followed by hydrolysis?,Pentan-3-ol,2-Methylbutan-2-ol,Pentan-2-ol,Hexan-3-ol,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2C=CCH3 is,Pent-2-yne,Pent-3-yne,But-2-yne,Pent-1-yne,A,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an ester to a secondary alcohol?,LiAlH4,NaBH4,CH3MgBr,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with NH2OH produces what?,An oxime,An amine,An amide,An enamine,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of alkali metals?,High electronegativity,Form covalent bonds,Low ionization energy,Insoluble in water,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH=CH2 with HBr?,1-Bromobutane,2-Bromobutane,Butyl bromide,No reaction,B,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2OCH3 is,Methoxyethane,Dimethyl ether,Ethyl methyl ether,Methoxymethane,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is a product of complete combustion of hydrocarbons?,CO,H2O,CO2,O2,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COOH with NaBH4 produces what?,Ethanol,Ethanal,Acetic acid,Ethane,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkynes?,Contain triple bonds,Undergo addition reactions,Are saturated hydrocarbons,Form linear structures,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH3?,Propan-1-ol,Propan-2-ol,Butan-1-ol,Ethanol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with Br2/FeBr3 produces what?,Bromobenzene,Benzyl bromide,1,2-Dibromobenzene,Phenol,A,,,,,,,,,,,,,,,
CHE102,Which of the following is a halogen?,Chlorine,Sodium,Potassium,Magnesium,A,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH2CH3 with NaOH?,Ethanol and sodium acetate,Methanol and sodium acetate,Ethanol and acetic acid,Methanol and acetic acid,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in ethene is,sp,sp2,sp3,sp3d,B,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is most soluble in water?,CH3CH2CH3,CH3COOH,CH3(CH2)10COOH,CH3CH2CH2CH3,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the absence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of ketones?,Undergo nucleophilic addition,Form hydrogen bonds,Are non-polar,Do not react with NaBH4,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOCH2CH3?,Ethyl butanoate,Methyl butanoate,Ethyl propanoate,Methyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkyne with O3 followed by reductive workup produces what?,A diol,An acid,A ketone,An aldehyde,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of diamond?,High electrical conductivity,Soft and slippery,High hardness,Layered structure,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH2CHO with NaBH4 followed by hydrolysis?,Butan-1-ol,Butan-2-ol,Butanal,Butane,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH(CH3)CH=CH2 is,3-Methylbut-1-ene,2-Methylbut-1-ene,3-Methylbut-2-ene,2-Methylbut-2-ene,A,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a ketone?,H2/Pd,H2O/HgSO4/H2SO4,Na/NH3,LiAlH4,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with (CH3)2NH produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is an ortho-para directing group in benzene?,–NO2,–CN,–OCH3,–CHO,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 2-pentene followed by reductive workup?,Propanal and ethanal,Butanal and methanal,Propanal only,Ethanal only,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with PCl5 produces what?,CH3CH2Cl,CH3Cl,CH3CH2PO4,CH3CHO,A,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest boiling point?,Hexane,Hexanol,Hexanal,Hexanone,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2CH2COOH?,Pentanoic acid,Butanoic acid,Hexanoic acid,Propanoic acid,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an aldehyde with Benedict’s solution produces what?,A silver mirror,A red precipitate,An alcohol,A ketone,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of actinides?,Partially filled f-orbitals,Radioactive,High reactivity,Synthetic elements,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2COCH2CH3 with CH3Li followed by hydrolysis?,Pentan-3-ol,2-Methylbutan-2-ol,Pentan-2-ol,Hexan-3-ol,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2CH2C=CH is,Pent-1-yne,Pent-2-yne,But-1-yne,Pent-3-yne,A,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an ester to a primary alcohol?,LiAlH4,NaBH4,CH3MgBr,H2/Pt,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with CH3NH2 produces what?,An amine,An imine,An amide,An enamine,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of halogens?,High electronegativity,Form ionic bonds,Low reactivity,Metallic,A,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH=CH2 with H2O/H2SO4/HgSO4?,Butan-1-ol,Butan-2-ol,Butanal,Butanone,D,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2OCH2CH3 is,Ethoxyethane,Dimethyl ether,Ethyl methyl ether,Methoxymethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a product of incomplete combustion of hydrocarbons?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COOH with LiAlH4 produces what?,Ethanol,Ethanal,Acetic acid,Ethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Contain double bonds,Undergo substitution reactions,Form geometric isomers,Unsaturated,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH(OH)CH3?,Butan-1-ol,Butan-2-ol,Pentan-2-ol,Propan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with CH3COCl/AlCl3 produces what?,Acetophenone,Toluene,Benzyl chloride,Phenol,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a noble gas?,Nitrogen,Oxygen,Krypton,Fluorine,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH3 with LiAlH4 followed by hydrolysis?,Methanol and ethanol,Ethanol only,Methanol only,Methanol and ethanal,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in ethyne is,sp,sp2,sp3,sp3d,A,,,,,,,,,,,,,,,,
